   ;KUNDE;PRIVAT;JAHR;LEASINGOBJEKT;OBJEKTTYP;KRAFTSTOFF
23653;79641276;0;2020;Tesla Model 3 (Elektro) Long Range AWD 350kw, Strom, 4-Türer, Limousine/Sedan, Strom;Fahrzeuge / PKW, Kombi;
23654;79641276;0;2020;Mercedes-Benz B-Klasse 246 B 220 d 4MATIC Aut. 130kw, Diesel, 5-Türer, Limousine/Sedan, Diesel;Fahrzeuge / PKW, Kombi;
23655;4054282413;1;2023;Audi Q3 40 TDI quattro S-line S-tronic 147kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Diesel
23656;384485238;0;2021;Peugeot Boxer (Klein-LKW) Pritsche DK 33 L2 Blue HDI 140;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23657;384485238;0;2020;LKW Volvo FM 84 TR3HAX;Fahrzeuge / LKW über 3,5t;D
23658;384485238;0;2020;Peugeot Boxer DK 33 L2 BlueHDi 140;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23659;384485238;0;2020;Peugeot Boxer (Klein-LKW) 3000 L2H2 DK 2,2 HDi 130 FAP Euro5 96kw, Diesel, 7-Türer, Kastenwagen Doppelkabine, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23660;384485238;0;2020;Audi Q8 50 TDI quattro;Fahrzeuge / PKW, Kombi;B
23661;384485238;0;2020;Fiat Ducato Kombi/Bus Maxi Doppelkabine 35 2.3 Multijet 140;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23662;384485238;0;2020;Peugeot Boxer (Klein-LKW) 35+ L3H2 BlueHDi 140 S&S 103kw, Diesel, 5-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23663;384485238;0;2022;Ford Galaxy (Kleinbus) 2,0 EcoBlue SCR DPF 110 kW;Fahrzeuge / PKW, Kombi;Diesel
23664;384485238;0;2022;Ford Transit (Klein-LKW) Fahrgestell 2,0 EcoBlue 96 KW;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23665;384485238;0;2023;Opel Combo (Klein-LKW) Combo Life XL Elegance Plus;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23666;384485238;0;2022;Ford Galaxy (Kleinbus) 2,0 EcoBlue SCR DPF 110 kW;Fahrzeuge / PKW, Kombi;Diesel
23667;384485238;0;2023;POTAIN - Kran IGO T85A 42K;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Strom
23668;384485238;0;2023;Volvo FMX 460 inkl.HMF 5020-K8 inkl. Pritsche und Kranmontage;Fahrzeuge / LKW über 3,5t;Diesel
23669;384485238;0;2024;Peugeot Boxer (Klein-LKW) 30 L2H1 BlueHDi 140 S&S 103kw, Diesel, 5-Türer, Kastenwagen;Fahrzeuge / PKW, Kombi;Diesel
23670;2879697551;0;2024;3x EGHOLM Park Ranger 2150;Fahrzeuge / PKW, Kombi;Benzin
23671;1662336607;0;2021;Careclave Starterpaket inkl. Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23672;1396947093;0;2024;Porsche Taycan Sport Turismo Elektro (Elektro) 4S Sport Turismo 71kWh Aut. 390kw, Strom, 5-Türer, Hatchback;Fahrzeuge / PKW, Kombi;Strom
23673;3886140543;0;2021;Mercedes EQV 300 lang FWD;Fahrzeuge / PKW, Kombi;Strom
23674;4260914245;1;2021;BMW 3er-Reihe G21 320e Touring, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
23675;203903744;1;2021;Mazda 2 G75 Life Plus;Fahrzeuge / PKW, Kombi;B
23676;2518051475;0;2020;Kanalballenpresse Typ EP 6100 V5;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23677;324036694;0;2023;Audi Q4 50 e-tron quattro 220kW;Fahrzeuge / PKW, Kombi;Strom
23678;3907678832;0;2023;Jungheinrich Elektro-Vierradstapler EFG 425k;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
23679;3253699173;0;2023;Mercedes-Benz Vito (Klein-LKW) Tourer PRO 116 CDI lang - 120 kW (163PS);Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23680;3522461237;0;2021;IVECO Daily 35S18HA8V;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
23681;3522461237;0;2021;VW Caddy Cargo Maxi TDI 4 Motion;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23682;3522461237;0;2021;IVECO Daily 35S16;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23683;710531716;1;2021;VW Golf Rabbit TSI;Fahrzeuge / PKW, Kombi;B
23684;1678058748;1;2022;Opel Grandland X;Fahrzeuge / PKW, Kombi;Benzin
23685;1678058748;1;2023;Opel Grandland BUSINESS ELEGANCE 1.5 DIESEL 96KW AT8;Fahrzeuge / PKW, Kombi;Diesel
23686;2335177816;0;2022;diverse Objekte (siehe Anlage);Fahrzeuge / LKW über 3,5t;
23687;4004500004;0;2020;Mercedes-Benz Vito (Klein-LKW) 110 CDI BusinessVan Classic lang 75kw, 4-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23688;4004500004;0;2021;Absauganlage CONTEC R2D2 Absauganlage CONTEC R2D2;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23689;4004500004;0;2022;Mobilie (Afa-Dauer 6 Jahre) CONTEC Kugelstrahlmaschine Modul 500;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;Strom
23690;402252263;0;2021;1 gebr. Asphaltfertiger Vögele S 1300-3i AB 340-3 TV;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
23691;2218479184;1;2021;Opel Astra K ST 1,0 Turbo;Fahrzeuge / PKW, Kombi;B
23692;546677985;1;2022;BMW X4-Reihe G02 X4 M40d Aut. 250kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Diesel
23693;3857151231;1;2023;BMW 2er-Reihe U06 218d Active Tourer Aut. 110kw, Diesel, 5-Türer, Limousine/Sedan;Fahrzeuge / PKW, Kombi;Diesel
23694;1468221412;0;2020;Jeep Wrangler Rubicon 2,2 CRDi Aut. 147kw, SUV, Diesel;Fahrzeuge / PKW, Kombi;
23695;433657262;0;2020;Tesla Model S;Fahrzeuge / PKW, Kombi;
23696;1603252349;0;2022;1 Kaps Mikroskop SOM 32 LED (HNO) mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23697;1603252349;0;2021;1 Esaote MyLab Omega Ultraschallgerät mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23698;1603252349;0;2022;1 Esaoe MyLab Sigma Ultraschallgerät mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23699;1603252349;0;2022;1 Diagnose-Audiometer Sentiero Advanced PA-2010-2000 mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23700;1603252349;0;2021;1 Esaote MyLab Omega Ultraschallgerät mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23701;1603252349;0;2022;1 ATMOS Diagnostic Cube mit Modulen Rhino 31 und Tymp 31 mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23702;1603252349;0;2022;1 Esaote MyLab Sigma Elite Ultraschallgerät mit Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23703;1603252349;0;2023;3 Nasopharyngoskope EF-N;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23704;1603252349;0;2023;Messgerät Grason-Stadler GSI-39V1;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
23705;2008050996;0;2020;Raupenbagger Hitachi ZX210-6;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);D
23706;988182528;1;2022;Skoda Kamiq 1,0 TSI Style DSG 81kw, Benzin bleifrei, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Benzin
23707;615303073;1;2023;Tesla Model 3 (Elektro) Performance AWD 57,5kWh 355kw, Strom, 4-Türer, Limousine/Sedan;Fahrzeuge / PKW, Kombi;Strom
23708;3039570778;1;2020;Hyundai i30 CW 1,4 MPI 103qw;Fahrzeuge / PKW, Kombi;
23709;1553039417;0;2020;Reisebus Setra S 515 HD;Fahrzeuge / Busse über 3,5t;D
23710;1553039417;0;2020;LKW Mercedes Actros 2551 inkl. Aufbau und Anhänger;Fahrzeuge / LKW über 3,5t;D
23711;1553039417;0;2020;LKW Mercedes Actros  2851inkl. Aufbau und Anhänger;Fahrzeuge / LKW über 3,5t;D
23712;1553039417;0;2020;LKW Mercedes Actros  2551inkl. Aufbau und Anhänger;Fahrzeuge / LKW über 3,5t;D
23713;243436648;1;2020;VW Golf VIII Style 1,5 TSI ACT 96kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
23714;243436648;1;2021;VW Arteon SB 1,4 TSI eHybrid PHEV R-Line DSG 115kw, Benzin bleifrei, 5-Türer, Kombi - PKW, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
23715;155026034;1;2022;KIA EV6 (Elektro) Air Pro ;Fahrzeuge / PKW, Kombi;
23716;2783533799;1;2024;Nissan Qashqai 1,3 DIG-T N-Connecta 103kw, Benzin bleifrei, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Benzin
23717;1346114924;0;2022;Erweiterung der Verpackungslinie gemäß Anlage;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23718;1167906239;0;2021;VW Crafter (Klein-LKW) Kastenwagen L4H4 TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23719;1167906239;0;2020;Mercedes-Benz Sprinter (Klein-LKW) 316 CDI 3,5t / 4.325 mm 120kw;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23720;1177270341;0;2023;4 Stück Sattelauflieger Feber N;Fahrzeuge / Anhänger;Nicht zuordenbar
23721;2856170865;0;2021;VW Transporter T5 (Klein-LKW) Kastenwagen Plus KR TDI 4MOT;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23722;2856170865;0;2022;Traktor Steyr 4090 Kompakt Hilo;Fahrzeuge / Traktoren;
23723;610101057;0;2021;Scania R560 inkl. Meiller Gesteinskipper;Fahrzeuge / LKW über 3,5t;
23724;2237166701;0;2023;Iveco Daily (Klein-LKW) 35S16 115kw, Diesel, Kastenwagen;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23725;680161676;1;2023;BMW X3-Reihe X3 xDrive20i Aut. 135kw, Benzin;Fahrzeuge / PKW, Kombi;Benzin
23726;895675821;0;2022;LKW Volvo FH 8x4R mit LEITNER Spezialkipperaufbau GK6/2;Fahrzeuge / LKW über 3,5t;
23727;895675821;0;2022;Mercedes-Benz Sprinter 317 CDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23728;895675821;0;2022;Morath Bohrbagger BB7000-5FP mit Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
23729;895675821;0;2022;Mercedes-Benz Sprinter 319 CDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23730;895675821;0;2022;LKW Volvo FH 8x4R mit LEITNER Spezialkipperaufbau GK6/2;Fahrzeuge / LKW über 3,5t;
23731;895675821;0;2022;MB Arocs 2652 LS 6X4 und Schmitz Cargobull Zweiachs Sattelanhänger mit Kippmuldenaufbau;Fahrzeuge / Sattelzugmaschinen;
23732;895675821;0;2022;CAT 330 F Kettenbagger, Baujahr 2018 mit Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
23733;895675821;0;2023;MB Arocs 4151 K 8x4/4 mit LEITNER Spezialkipper GK6/2;Fahrzeuge / LKW über 3,5t;Diesel
23734;895675821;0;2022;Atlas Copco Kompressor XAS 288 JD ST5 PE;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
23735;895675821;0;2023;Eurocomach 100 TR mit Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
23736;895675821;0;2023;Goldhofer STEPSTAR nachlaufgelenkt mit 4 Achsen und KEMPF 2-Achs-Sattel-Kippauflieger Typ SKM 32/2 SHL - Light;Fahrzeuge / Anhänger;Nicht zuordenbar
23737;1555243826;0;2021;MAN TGE 3.140 4X2F SB;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23738;1555243826;0;2021;Fiat Ducato Kasten 35 Maxi L4H3 180 Tageszulassung 21.02.2021;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23739;1555243826;0;2020;Mercedes GLE 350 d 4 Matic;Fahrzeuge / PKW, Kombi;B
23740;1555243826;0;2022;Takeuchi TB295W BJ 2021;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);D
23741;1555243826;0;2020;LKW DAF XF 105.460 Ate Kran Palfinger PK 22002 7 Funk - Pritsche;Fahrzeuge / LKW über 3,5t;D
23742;1555243826;0;2023;HOLZ-HER Bearbeitungszentrum DYNESTIC 7535;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23743;203143588;0;2021;Ford Transit Custom 2021.25 Trend L1H1 300;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23744;203143588;0;2020;Ford Transit Custom 2020.5 Kastenwagen L1H1 280;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23745;203143588;0;2020;Ford Transit Custom  2020.5 Kastenwagen L1H1 280;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23746;203143588;0;2024;Ford Transit Custom I. (Klein-LKW) Custom Kasten 2,0 TDCi L2H1 300 Trend 77kw, Diesel, 4-Türer, Kastenwagen;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23747;185812314;1;2020;Skoda Octavia Combi 2,0 TDI Premium DSG 110kw, Diesel, 5-Türer, Kombi - PKW;Fahrzeuge / PKW, Kombi;
23748;1681991644;0;2022;BMW 320e xdDrive Touring;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
23749;2967905457;0;2021;Ferrari 812 Superfast;Fahrzeuge / PKW, Kombi;B
23750;2423105298;0;2021;Traktor Valtra S374;Fahrzeuge / Traktoren;
23751;4006499928;0;2022;"JCB Teleskoplader 525-60 Hi-Viz mit Zubehör; BJ 2021";Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
23752;1136641550;0;2023;Mercedes-Benz CLS-Klasse CLS 400 d 4MATIC Aut. 243kw, Diesel, 4-Türer, Coupé;Fahrzeuge / PKW, Kombi;Diesel
23753;1136641550;0;2023;Tesla Model 3 (Elektro) Performance AWD 57,5kWh 355kw, Strom, 4-Türer, Limousine/Sedan;Fahrzeuge / PKW, Kombi;Strom
23754;1674415273;0;2021;IVECO Daily Kastenwagen HI-Matic;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23755;4075196149;1;2021;Milchsammelwagen Schwarte Jansky, EZ:;Fahrzeuge / LKW über 3,5t;
23756;500055865;0;2021;Hyundai Tucson NX4 inkl. Zubehör;Fahrzeuge / PKW, Kombi;
23757;2053070505;1;2020;Opel Corsa E 5-T 120 JAHRE 1.4 S/S;Fahrzeuge / PKW, Kombi;
23758;3838179638;0;2021;Mercedes Arocs 5 2542 L 6x2 B13;Fahrzeuge / LKW über 3,5t;
23759;3838179638;0;2021;Mercedes Arocs 5 3342 LK 6x4 B1;Fahrzeuge / LKW über 3,5t;
23760;3838179638;0;2021;Meiller Dreiseitenkipper inkl. HIAB X-HiPro 232 ES-5;Fahrzeuge / LKW über 3,5t;
23761;3838179638;0;2021;Meiller Dreiseitenkipper inkl. Hiab X-HiPro 232 ES-5;Fahrzeuge / LKW über 3,5t;
23762;3838179638;0;2023;Liebherr Radlader;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
23763;3223936909;0;2020;Mercedes-Benz CLA-Klasse CLA 35 AMG 4MATIC Aut. 225kw, Benzin bleifrei, 4-Türer, Coupé, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
23764;1822672595;1;2021;BMW 520d  xDrive Touring;Fahrzeuge / PKW, Kombi;D
23765;1972157497;0;2022;1 Rolfo Sattelauflieger Auriga Deluxe V121;Fahrzeuge / Anhänger;
23766;1972157497;0;2022;1 Rolfo Sattelauflieger Auriga Deluxe V121;Fahrzeuge / Anhänger;
23767;1972157497;0;2024;1 Kässbohrer Sattelauflieger Ecotrans APT-CVtg;Fahrzeuge / Anhänger;Nicht zuordenbar
23768;2647223808;1;2023;Skoda Octavia Combi RS TDI;Fahrzeuge / PKW, Kombi;Diesel
23769;1739718758;0;2022;Ford Transit Custom  EK Sport L2H1 320 125kw, Diesel;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
23770;1739718758;0;2023;Ford Tourneo Custom 2,0 EcoBlue L2H1 3,2T Ecoblue Titanium X Aut. 125kw, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23771;453691008;1;2020;Lamborghini Huracán EVO RWD Coupe;Fahrzeuge / PKW, Kombi;
23772;413426428;0;2022;Ford Transit Custom EK L1 77kw;Fahrzeuge / Kleinautobusse (bis 3,5t);
23773;1454820450;0;2021;Skoda Octavia Combi 2,0 TDI Style DSG 110kw, Diesel, 5-Türer, Kombi - PKW, Diesel;Fahrzeuge / PKW, Kombi;
23774;1454820450;0;2021;MAN TGE (Klein-LKW) Fahrgestell 3,5t L3 2,0 TDI Standard 103kw, Diesel, 2-Türer, Chassis Fahrerhaus inkl. Aufbau;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23775;1454820450;0;2021;MAN TGE (Klein-LKW) Kasten 3,5t L3H3 2,0 TDI Standard 103kw, Diesel, 3-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23776;4007127300;1;2020;Hyundai Tucson N-Line Plus 1,6 CRDi 4WD DCT;Fahrzeuge / PKW, Kombi;
23777;2809220814;0;2022;Schnellmontagekran Potain Igo MA21;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23778;2809220814;0;2021;Takeuchi Kompaktbagger TB240-K 4827;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23779;1014789715;1;2022;Ford Kuga 2,5 Duratec FHEV AWD Vignale Aut. 112kw, Benzin bleifrei, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;
23780;205653860;0;2020;Kompaktbagger Takeuchi TB290-2 mit ZBH;Fahrzeuge / PKW, Kombi;B
23781;1996054460;0;2023;2 Stück Zunhammer MKE 12,5PU Pumptankwagen Tandem Eco mit Zubehör;Fahrzeuge / Anhänger;Nicht zuordenbar
23782;3327352129;0;2022;Tesla Model S;Fahrzeuge / PKW, Kombi;Strom
23783;3327352129;0;2022;Tesla Model S;Fahrzeuge / PKW, Kombi;Strom
23784;3664703999;1;2020;BMW X5-Reihe X5 xDrive30d Aut., Diesel;Fahrzeuge / PKW, Kombi;
23785;1105086649;0;2022;Opel Movano (Kleinbus) Cargo L2H2 2.3 CDTI;Fahrzeuge / Kleinautobusse (bis 3,5t);
23786;1105086649;0;2022;Opel Movano (Klein-LKW) L2H2 2,3 CDTI;Fahrzeuge / PKW, Kombi;Benzin
23787;1105086649;0;2022;Opel Movano (Klein-LKW) Opel Movano Cargo L2H2 2.3 CDTI, 100 KW;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23788;1105086649;0;2023;Opel Movano B (Kleinbus) Movano Edit. L2H2 3.5 Blue Hdi 165 S&S, 121 KW;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
23789;1105086649;0;2023;Opel Movano B (Klein-LKW) Opel Movano Edit.L2H2 3.5 Blue Hdi 165 S&S, 121 kw;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
23790;1105086649;0;2023;Opel Vivaro (Klein-LKW) Vivaro Cargo Kastenwagen Xl Blue Hdi 145 S&S 6-Gang 106 kW;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
23791;1105086649;0;2023;Opel Vivaro (Klein-LKW) Vivaro Cargo Doppelkabine XL Blue Hdi 145 S&S 6-Gang 106 KW;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
23792;1105086649;0;2023;Opel Mokka Mokka-e Eleg., KW100;Fahrzeuge / PKW, Kombi;Benzin
23793;4238658230;0;2023;Fiat Sun Camper Hunter 636 Maxi Chassis;Fahrzeuge / Wohnmobil;Diesel
23794;2606687551;0;2020;LKW Mercedes Actros 5 S/M FH 2653;Fahrzeuge / LKW über 3,5t;
23795;3015888627;0;2022;2 SZM Ford F-Max 18540 4x2;Fahrzeuge / Sattelzugmaschinen;
23796;3015888627;0;2021;5 Stück 3-Achs-Aluminium-Segmentmulden-Kippsattelanhänger;Fahrzeuge / Anhänger;
23797;3015888627;0;2022;4 Kögel 2-Achs Kippmulden-Sattelanhänger und 3 Kögel 3-Achs Kippmulden-Sattelanhänger;Fahrzeuge / Anhänger;Nicht zuordenbar
23798;3015888627;0;2022;1 PKW Ford Tourneo Connect Grand Titanium MCA 1.5 EcoBlue, EZ 31.06.2022;Fahrzeuge / PKW, Kombi;
23799;315174581;0;2023;VW ID.3 Pro Performance und Audi A6 Avant sport 50 TFSI e quattro;Fahrzeuge / PKW, Kombi;Strom
23800;2130828316;0;2022;1 LKW MAN TGE 3.180 4X4 SB, 1 gebr. VW-LNF SGB1F1, 1 gebr. VW-LNF SABT22 Caddy KO;Fahrzeuge / LKW über 3,5t;
23801;2896308657;0;2022;DOLL 3-Achs Schemel Sattelauflieger Logo 14X;Fahrzeuge / Anhänger;Nicht zuordenbar
23802;2896308657;0;2022;Menke- Janzen Holztransport Auflieger;Fahrzeuge / Anhänger;Nicht zuordenbar
23803;2896308657;0;2022;LKW MAN TGS 28.480 Holztransporter samt Palfiger Epsilon Q170Z96;Fahrzeuge / LKW über 3,5t;Diesel
23804;3934630934;0;2022;Ford Custom KW DK Trend 300L 2,0;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23805;3934630934;0;2022;Peugeot e-PARTNER KW LANG Batterie 50 kWH;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);B
23806;3083997001;0;2021;Audi Q8 3,0 TDI S-Line 50, Diesel;Fahrzeuge / PKW, Kombi;
23807;2001254888;0;2022;Ford Transit 350 L3H3 VA Autm. Limited (V363), EZ 05.04.2022;Fahrzeuge / LKW über 3,5t;Diesel
23808;2001254888;0;2022;1 Wohnwagen Hobby 720 WQC Prestige;Fahrzeuge / Wohnwagen;
23809;2001254888;0;2022;Krone Cool Liner Doppelstock, EZ 16.04.2020;Fahrzeuge / Anhänger;Nicht zuordenbar
23810;1470975338;1;2020;Skoda Superb Kombi 1,5 TSI ACT Ambition 110kw, Benzin bleifrei, 5-Türer, Kombi - PKW, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
23811;1470975338;1;2022;BMW X1-Reihe U11 X1 xDrive25e  100kw, Benzin bleifrei, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
23812;670303363;0;2022;Lamberet Kühlauflieger Green Liner SR;Fahrzeuge / Anhänger;Nicht zuordenbar
23813;885501339;0;2023;Renault Trafic III (Klein-LKW) Trafic Kastenwagen L;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23814;3727860588;0;2021;2 Stk VW Caddy;Fahrzeuge / Kleinautobusse (bis 3,5t);B
23815;3727860588;0;2021;2 Stk VW Caddy Maxi 1,4 TGI;Fahrzeuge / Kleinautobusse (bis 3,5t);B
23816;3727860588;0;2021;Turmdrehkran Terex CBR 32;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;D
23817;3727860588;0;2020;Raupenbagger Takeuchi TB 2150 inkl. Zubehör + Kopaktbagger TB 230 inkl. Zubehör + Dumper Mecalac TA6S;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);D
23818;1716885784;0;2020;Mercedes-Benz GLC 220d 4MATIC Aut. 125kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;
23819;2098353426;0;2024;EP 2,5tp Elektro Stapler;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
23820;83157181;1;2023;Subaru Outback Style 2,5i;Fahrzeuge / PKW, Kombi;Diesel
23821;2609069560;0;2020;Hilton Zweiwege Oberleitungsmontagefahrzeug (OMF 110T) Projekt-Nr. 30561;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
23822;2609069560;0;2020;MAN TGS 33.470 6x6 BB inkl. Kran HMF3220-K-RC, Korb und Montage;Fahrzeuge / LKW über 3,5t;Diesel
23823;2609069560;0;2020;MAN TGS 33.470 6x6 BB inkl. Kran HMF3220-K-RC, Korb und Montage;Fahrzeuge / LKW über 3,5t;Diesel
23824;444585631;0;2021;2 Stück Elektro-Plattformwagen Jungheinrich EZW 515;Technische Anlagen und Maschinen / Stapler (Lager-Kommission-Sonstige);
23825;444585631;0;2023;Stapler Linde X50;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
23826;444585631;0;2022;Radlader Liebherr L 550 XP G6.2-D inkl. Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
23827;444585631;0;2022;Elektro-Gabelstapler Jungheinrich EFG S50;Technische Anlagen und Maschinen / Stapler (Lager-Kommission-Sonstige);
23828;444585631;0;2022;Messerschneidmühle ALLRECO Kimo Type 20;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23829;444585631;0;2023;2 Stück Plattformwagen Linde W20;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
23830;444585631;0;2023;Stapler Linde H50D;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Diesel
23831;3553123885;0;2020;Hyundai i10 Level 2 RUN 1,0 MT a0b20r;Fahrzeuge / PKW, Kombi;
23832;3553123885;0;2023;Hyundai Kona Elektro Trend Line, Strom, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Strom
23833;900634119;1;2023;Peugeot 5008 1,6 BlueHDI 120;Fahrzeuge / PKW, Kombi;Diesel
23834;3399618334;0;2021;Mercedes Sprinter KW 315 CDI  standard KFZ 1;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23835;3399618334;0;2021;Mercedes Sprinter KW 315 CDI  standard KFZ 2;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23836;3399618334;0;2021;Mercedes Sprinter KW 315 CDI  standard;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23837;3399618334;0;2020;Mercedes Sprinter 314 CDI KA HD   KFZ 2;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23838;3399618334;0;2022;Mercedes Sprinter KW 315 CDI  HD 36;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23839;3399618334;0;2020;Mercedes Sprinter 314 CDI KA HD   KFZ 1;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23840;3399618334;0;2021;VW Caddy TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
23841;3399618334;0;2020;VW Crafter Kastenwagen L3H3 TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
23842;3399618334;0;2020;VW Caddy TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
